"hgnc_symbol	ensembl_gene_id	gene_biotype"
"RPL17-C18orf32	ENSG00000215472	protein_coding"
"RSU1	ENSG00000148484	protein_coding"
"SCGB1A1	ENSG00000149021	protein_coding"
"MTMR3	ENSG00000100330	protein_coding"
"CAPS	ENSG00000105519	protein_coding"
"RPL7AP58	ENSG00000240554	processed_pseudogene"
"E2F8	ENSG00000129173	protein_coding"
"SRP72P1	ENSG00000265182	processed_pseudogene"
"LIPG	ENSG00000101670	protein_coding"
"MRLN	ENSG00000227877	protein_coding"
"CDH17	ENSG00000079112	protein_coding"
"MATN3	ENSG00000132031	protein_coding"
"TSPAN18	ENSG00000157570	protein_coding"
"LBP	ENSG00000129988	protein_coding"
"SPAG6	ENSG00000077327	protein_coding"
"HS1BP3	ENSG00000118960	protein_coding"
"PPARGC1A	ENSG00000109819	protein_coding"
"IGHV3-13	ENSG00000211942	IG_V_gene"
"SRSF10P1	ENSG00000267717	processed_pseudogene"
"MEX3C	ENSG00000176624	protein_coding"
"KDM4B	ENSG00000127663	protein_coding"
"ATAD2B	ENSG00000119778	protein_coding"
"LINC01929	ENSG00000267013	lncRNA"
"XAGE2	ENSG00000155622	protein_coding"
"NELL1	ENSG00000165973	protein_coding"
"SLC25A5P2	ENSG00000235064	processed_pseudogene"
"JMY	ENSG00000152409	protein_coding"
"SETP21	ENSG00000214244	processed_pseudogene"
"GDNF	ENSG00000168621	protein_coding"
"PRPS1L1	ENSG00000229937	protein_coding"
"RPS2P25	ENSG00000241965	processed_pseudogene"
"RPL17P22	ENSG00000243592	processed_pseudogene"
"SERINC5	ENSG00000164300	protein_coding"
"CISD1P1	ENSG00000213403	processed_pseudogene"
"CELF5	ENSG00000161082	protein_coding"
"KIF5B	ENSG00000170759	protein_coding"
"MYO18B	ENSG00000133454	protein_coding"
"MTDH	ENSG00000147649	protein_coding"
"NIPBL	ENSG00000164190	protein_coding"
"VAV1	ENSG00000141968	protein_coding"
"PSMA2P2	ENSG00000251234	processed_pseudogene"
"POP1	ENSG00000104356	protein_coding"
"STAU2-AS1	ENSG00000253302	lncRNA"
"OR51R1P	ENSG00000237272	unitary_pseudogene"
"IRF5P1	ENSG00000251347	processed_pseudogene"
"RPS23P1	ENSG00000243504	processed_pseudogene"
"NMT2	ENSG00000152465	protein_coding"
"DCAF4L2	ENSG00000176566	protein_coding"
"CBLIF	ENSG00000134812	protein_coding"
"SCGB2A1	ENSG00000124939	protein_coding"
"FIBIN	ENSG00000176971	protein_coding"
"ADAMTS1	ENSG00000154734	protein_coding"
"COX7BP2	ENSG00000234274	processed_pseudogene"
"CKMT2	ENSG00000131730	protein_coding"
"ZNF706	ENSG00000120963	protein_coding"
"SGSM3	ENSG00000100359	protein_coding"
"FTLP5	ENSG00000266989	processed_pseudogene"
"RN7SL547P	ENSG00000240584	misc_RNA"
"ZFR2	ENSG00000105278	protein_coding"
"RNA5SP474	ENSG00000212536	rRNA_pseudogene"
"MIR4755	ENSG00000264616	miRNA"
"YWHAZ	ENSG00000164924	protein_coding"
"METTL15	ENSG00000169519	protein_coding"
"MIR3194	ENSG00000266761	miRNA"
"GDNF-AS1	ENSG00000248587	lncRNA"
"EEF1A1P19	ENSG00000249855	processed_pseudogene"
"OSMR	ENSG00000145623	protein_coding"
"CAPN14	ENSG00000214711	protein_coding"
"BDNF	ENSG00000176697	protein_coding"
"COX6B1P3	ENSG00000172912	processed_pseudogene"
"RPL4P6	ENSG00000230071	processed_pseudogene"
"GAPDHP37	ENSG00000231907	processed_pseudogene"
"EIF4HP2	ENSG00000237977	processed_pseudogene"
"MORC2-AS1	ENSG00000235989	lncRNA"
"GDF7	ENSG00000143869	protein_coding"
"XDH	ENSG00000158125	protein_coding"
"LINC01711	ENSG00000268941	lncRNA"
"DCAF13P2	ENSG00000250816	processed_pseudogene"
"ATG10	ENSG00000152348	protein_coding"
"FTH1P6	ENSG00000233083	processed_pseudogene"
"LIN7C	ENSG00000148943	protein_coding"
"ZNF77	ENSG00000175691	protein_coding"
"GNA11	ENSG00000088256	protein_coding"
"CLIC6	ENSG00000159212	protein_coding"
"SYT12	ENSG00000173227	protein_coding"
"LHCGR	ENSG00000138039	protein_coding"
"CELSR1P1	ENSG00000237517	transcribed_unprocessed_pseudogene"
"NDUFA6	ENSG00000184983	protein_coding"
"BTBD2	ENSG00000133243	protein_coding"
"CHRNA9	ENSG00000174343	protein_coding"
"WRN	ENSG00000165392	protein_coding"
"HOPX	ENSG00000171476	protein_coding"
"OLA1P1	ENSG00000213790	processed_pseudogene"
"MUC15	ENSG00000169550	protein_coding"
"RRP7A	ENSG00000189306	protein_coding"
"THEG	ENSG00000105549	protein_coding"
"PLEKHB1	ENSG00000021300	protein_coding"
"LINC00211	ENSG00000237803	lncRNA"
"ZFYVE9P2	ENSG00000214843	processed_pseudogene"
"KCNG3	ENSG00000171126	protein_coding"
"GUSBP8	ENSG00000227762	unprocessed_pseudogene"
"VCAN-AS1	ENSG00000249835	lncRNA"
"SGTB	ENSG00000197860	protein_coding"
"CBX6	ENSG00000183741	protein_coding"
"MATK	ENSG00000007264	protein_coding"
"RPL30	ENSG00000156482	protein_coding"
"HNRNPKP5	ENSG00000250662	processed_pseudogene"
"MTND5P10	ENSG00000271687	processed_pseudogene"
"GOLPH3	ENSG00000113384	protein_coding"
"APOBEC3A	ENSG00000128383	protein_coding"
"ANKRD34B	ENSG00000189127	protein_coding"
"APOBEC3B	ENSG00000179750	protein_coding"
"STX16-NPEPL1	ENSG00000254995	protein_coding"
"SLC7A13	ENSG00000164893	protein_coding"
"PSMC1P5	ENSG00000250273	processed_pseudogene"
"ACTBL2	ENSG00000169067	protein_coding"
"ATG10-IT1	ENSG00000236447	lncRNA"
"NUDT12	ENSG00000112874	protein_coding"
"CENPA	ENSG00000115163	protein_coding"
"CA13	ENSG00000185015	protein_coding"
"RPS4XP10	ENSG00000244217	processed_pseudogene"
"RPSAP47	ENSG00000188856	processed_pseudogene"
"DBIL5P2	ENSG00000242412	transcribed_processed_pseudogene"
"FSBP	ENSG00000265817	protein_coding"
"APOBEC3B-AS1	ENSG00000249310	lncRNA"
"APOBEC3C	ENSG00000244509	protein_coding"
"MEIS1-AS2	ENSG00000230749	lncRNA"
"EFEMP1	ENSG00000115380	protein_coding"
"DUXAP2	ENSG00000254063	unprocessed_pseudogene"
"TMEM64	ENSG00000180694	protein_coding"
"APOBEC3F	ENSG00000128394	protein_coding"
"NIPAL2	ENSG00000104361	protein_coding"
"APOBEC3G	ENSG00000239713	protein_coding"
"TAB1	ENSG00000100324	protein_coding"
"CA2	ENSG00000104267	protein_coding"
"NUTM2A	ENSG00000184923	protein_coding"
"KLHL4	ENSG00000102271	protein_coding"
"MGAT3	ENSG00000128268	protein_coding"
"FSHR	ENSG00000170820	protein_coding"
"MYO1F	ENSG00000142347	protein_coding"
"MSH3	ENSG00000113318	protein_coding"
"EHD3	ENSG00000013016	protein_coding"
"RPS19BP1	ENSG00000187051	protein_coding"
"FGF3	ENSG00000186895	protein_coding"
"PAPOLG	ENSG00000115421	protein_coding"
"HSPA8P11	ENSG00000248159	processed_pseudogene"
"GDF5	ENSG00000125965	protein_coding"
"MIR1289-1	ENSG00000221763	miRNA"
"C20orf173	ENSG00000125975	protein_coding"
"SNX13	ENSG00000071189	protein_coding"
"POLR2K	ENSG00000147669	protein_coding"
"TMEM259	ENSG00000182087	protein_coding"
"FER1L4	ENSG00000088340	transcribed_unitary_pseudogene"
"WWP1	ENSG00000123124	protein_coding"
"MINPP1	ENSG00000107789	protein_coding"
"PGAM1P6	ENSG00000224464	processed_pseudogene"
"RPL7P12	ENSG00000227770	processed_pseudogene"
"HADHB	ENSG00000138029	protein_coding"
"TLE2	ENSG00000065717	protein_coding"
"TRIQK	ENSG00000205133	protein_coding"
"RAB5CP2	ENSG00000251356	processed_pseudogene"
"SPZ1	ENSG00000164299	protein_coding"
"SLC6A14	ENSG00000268104	protein_coding"
"CD180	ENSG00000134061	protein_coding"
"RPL7P24	ENSG00000240003	processed_pseudogene"
"IL7R	ENSG00000168685	protein_coding"
"CTSLP1	ENSG00000236417	unprocessed_pseudogene"
"RPS3AP5	ENSG00000178429	processed_pseudogene"
"PPIAP30	ENSG00000206448	processed_pseudogene"
"GRID1	ENSG00000182771	protein_coding"
"LINC00863	ENSG00000224914	lncRNA"
"RPL37P1	ENSG00000227401	processed_pseudogene"
"COX7C	ENSG00000127184	protein_coding"
"FCHSD2	ENSG00000137478	protein_coding"
"RN7SKP271	ENSG00000222460	misc_RNA"
"RNU6-759P	ENSG00000252549	snRNA"
"RBM12	ENSG00000244462	protein_coding"
"SNRPD2P1	ENSG00000228938	processed_pseudogene"
"EIF2S2P3	ENSG00000236493	processed_pseudogene"
"NPAP1P3	ENSG00000237740	processed_pseudogene"
"MYOF	ENSG00000138119	protein_coding"
"RGS7BP	ENSG00000186479	protein_coding"
"RPL34P18	ENSG00000240509	processed_pseudogene"
"E2F5	ENSG00000133740	protein_coding"
"PRLR	ENSG00000113494	protein_coding"
"AHR	ENSG00000106546	protein_coding"
"MRPL54	ENSG00000183617	protein_coding"
"DOHH	ENSG00000129932	protein_coding"
"RALYL	ENSG00000184672	protein_coding"
"ADAMTS10	ENSG00000142303	protein_coding"
"AGR2	ENSG00000106541	protein_coding"
"LINC01419	ENSG00000253898	lncRNA"
"KCNV1	ENSG00000164794	protein_coding"
"UQCRB	ENSG00000156467	protein_coding"
"HHEX	ENSG00000152804	protein_coding"
"CCSER2	ENSG00000107771	protein_coding"
"SLC3A1	ENSG00000138079	protein_coding"
"LAPTM4B	ENSG00000104341	protein_coding"
"CCDC27	ENSG00000162592	protein_coding"
"RSF1-IT2	ENSG00000254985	lncRNA"
"DISP3	ENSG00000204624	protein_coding"
"MUC16	ENSG00000181143	protein_coding"
"AQP11	ENSG00000178301	protein_coding"
"ARAP1-AS1	ENSG00000256007	lncRNA"
"LINC01030	ENSG00000253799	lncRNA"
"HSPE1P14	ENSG00000271612	processed_pseudogene"
"RPS2P52	ENSG00000213726	processed_pseudogene"
"ZNF317P1	ENSG00000253781	processed_pseudogene"
"RNLS	ENSG00000184719	protein_coding"
"ARHGAP19-SLIT1	ENSG00000269891	protein_coding"
"MMP8	ENSG00000118113	protein_coding"
"SDHCP2	ENSG00000214549	processed_pseudogene"
"TLL2	ENSG00000095587	protein_coding"
"ITGB8	ENSG00000105855	protein_coding"
"ISCA1P1	ENSG00000217416	processed_pseudogene"
"CAMK4	ENSG00000152495	protein_coding"
"SRXN1	ENSG00000271303	protein_coding"
"UBE2HP1	ENSG00000253677	processed_pseudogene"
"AGR3	ENSG00000173467	protein_coding"
"TSPYL5	ENSG00000180543	protein_coding"
"KCNS2	ENSG00000156486	protein_coding"
"NPM1P26	ENSG00000235677	processed_pseudogene"
"LRRCC1	ENSG00000133739	protein_coding"
"CYP2C19	ENSG00000165841	protein_coding"
"TRMU	ENSG00000100416	protein_coding"
"ANXA4	ENSG00000196975	protein_coding"
"PCP4	ENSG00000183036	protein_coding"
"EIF4A1P8	ENSG00000213484	processed_pseudogene"
"HMGN1P14	ENSG00000249439	processed_pseudogene"
"CRTAC1	ENSG00000095713	protein_coding"
"MMP27	ENSG00000137675	protein_coding"
"DHTKD1	ENSG00000181192	protein_coding"
"PPIAP11	ENSG00000251495	processed_pseudogene"
"WDPCP	ENSG00000143951	protein_coding"
"HMGN2P38	ENSG00000231726	processed_pseudogene"
"BIRC3	ENSG00000023445	protein_coding"
"CYP26C1	ENSG00000187553	protein_coding"
"KRT8P31	ENSG00000250148	processed_pseudogene"
"LDHBP3	ENSG00000248950	processed_pseudogene"
"STARD4	ENSG00000164211	protein_coding"
"CDCA7L	ENSG00000164649	protein_coding"
"PLAC4	ENSG00000280109	lncRNA"
"GRAMD4	ENSG00000075240	protein_coding"
"RIMS4	ENSG00000101098	protein_coding"
"PIK3AP1	ENSG00000155629	protein_coding"
"CELSR1	ENSG00000075275	protein_coding"
"RAD54B	ENSG00000197275	protein_coding"
"RPL5P14	ENSG00000243914	processed_pseudogene"
"SALL4P1	ENSG00000250308	processed_pseudogene"
"CPN1	ENSG00000120054	protein_coding"
"COX7A2L	ENSG00000115944	protein_coding"
"ANKRD2	ENSG00000165887	protein_coding"
"UBR5	ENSG00000104517	protein_coding"
"APBB1IP	ENSG00000077420	protein_coding"
"C14orf119	ENSG00000179933	protein_coding"
"FAM172A	ENSG00000113391	protein_coding"
"FGFBP3	ENSG00000174721	protein_coding"
"TFF2	ENSG00000160181	protein_coding"
"TFF1	ENSG00000160182	protein_coding"
"DMGDH	ENSG00000132837	protein_coding"
"TMPRSS3	ENSG00000160183	protein_coding"
"NREP-AS1	ENSG00000250095	lncRNA"
"CMYA5	ENSG00000164309	protein_coding"
"MTATP6P2	ENSG00000270307	processed_pseudogene"
"SERBP1P6	ENSG00000248873	processed_pseudogene"
"SPANXB1	ENSG00000227234	protein_coding"
"ATG12	ENSG00000145782	protein_coding"
"LSP1P3	ENSG00000162685	processed_pseudogene"
"TEX43	ENSG00000196900	protein_coding"
"PSMC1P4	ENSG00000248781	processed_pseudogene"
"HMGN1P13	ENSG00000249619	processed_pseudogene"
"HECW1	ENSG00000002746	protein_coding"
"MIR4529	ENSG00000264571	miRNA"
"EYA1	ENSG00000104313	protein_coding"
"ATL2	ENSG00000119787	protein_coding"
"TMEM123-DT	ENSG00000255337	lncRNA"
"RHOD	ENSG00000173156	protein_coding"
"CYP4F2	ENSG00000186115	protein_coding"
"PWWP3B	ENSG00000157502	protein_coding"
"ONECUT2	ENSG00000119547	protein_coding"
"ZC3H7B	ENSG00000100403	protein_coding"
"RNU1-94P	ENSG00000199497	snRNA"
"PDRG1	ENSG00000088356	protein_coding"
"XKR7	ENSG00000260903	protein_coding"
"CCM2L	ENSG00000101331	protein_coding"
"TEF	ENSG00000167074	protein_coding"
"RSL24D1P6	ENSG00000224452	processed_pseudogene"
"TSPY26P	ENSG00000235217	transcribed_processed_pseudogene"
"PLAGL2	ENSG00000126003	protein_coding"
"RNU6-495P	ENSG00000199865	snRNA"
"TOB2	ENSG00000183864	protein_coding"
"C20orf203	ENSG00000198547	protein_coding"
"PHF5A	ENSG00000100410	protein_coding"
"BAK1P1	ENSG00000175730	processed_pseudogene"
"MAPRE1	ENSG00000101367	protein_coding"
"POLR3H	ENSG00000100413	protein_coding"
"KRT8P32	ENSG00000250221	processed_pseudogene"
"RPL17P51	ENSG00000271429	processed_pseudogene"
"MTND4P24	ENSG00000232177	processed_pseudogene"
"PROCR	ENSG00000101000	protein_coding"
"HSPD1P9	ENSG00000228036	processed_pseudogene"
"CCNA1	ENSG00000133101	protein_coding"
"ATP8B1	ENSG00000081923	protein_coding"
"RNA5SP483	ENSG00000200301	rRNA_pseudogene"
"RPS17P2	ENSG00000197575	processed_pseudogene"
"FCHO2	ENSG00000157107	protein_coding"
"MT1P3	ENSG00000229230	processed_pseudogene"
"RNU6-742P	ENSG00000202159	snRNA"
"RSL24D1P11	ENSG00000231544	processed_pseudogene"
"FAM83C-AS1	ENSG00000235214	lncRNA"
"FAM83C	ENSG00000125998	protein_coding"
"PMM1	ENSG00000100417	protein_coding"
"NPSR1	ENSG00000187258	protein_coding"
"MRPL37P1	ENSG00000266946	processed_pseudogene"
"PSMC1P10	ENSG00000236348	processed_pseudogene"
"RNU2-69P	ENSG00000251870	snRNA"
"DESI1	ENSG00000100418	protein_coding"
"GAL	ENSG00000069482	protein_coding"
"USP34	ENSG00000115464	protein_coding"
"XRCC6	ENSG00000196419	protein_coding"
"LINC00330	ENSG00000235097	lncRNA"
"MMP7	ENSG00000137673	protein_coding"
"PTPRM	ENSG00000173482	protein_coding"
"KPNA3	ENSG00000102753	protein_coding"
"CHGA	ENSG00000100604	protein_coding"
"MMP20	ENSG00000137674	protein_coding"
"CYP4F8	ENSG00000186526	protein_coding"
"SMARCE1P5	ENSG00000230793	processed_pseudogene"
"DNAJC5B	ENSG00000147570	protein_coding"
"RELT	ENSG00000054967	protein_coding"
"LINC00562	ENSG00000260388	lncRNA"
"PTDSS1	ENSG00000156471	protein_coding"
"LINC00332	ENSG00000230710	lncRNA"
"STARD4-AS1	ENSG00000246859	lncRNA"
"CAB39L	ENSG00000102547	protein_coding"
"FABP5P5	ENSG00000213716	processed_pseudogene"
"PGLYRP2	ENSG00000161031	protein_coding"
"RPL31P35	ENSG00000232612	processed_pseudogene"
"ZNF25	ENSG00000175395	protein_coding"
"ETAA1	ENSG00000143971	protein_coding"
"RGS17P1	ENSG00000229473	processed_pseudogene"
"CHCHD2P11	ENSG00000270809	processed_pseudogene"
"LINC02334	ENSG00000274317	lncRNA"
"L3MBTL4	ENSG00000154655	protein_coding"
"TNFRSF11B	ENSG00000164761	protein_coding"
"RAD17P2	ENSG00000223724	processed_pseudogene"
"SMIM2-IT1	ENSG00000235285	lncRNA"
"DNAJC15	ENSG00000120675	protein_coding"
"RPS20P10	ENSG00000233971	processed_pseudogene"
"CHUK	ENSG00000213341	protein_coding"
"GPR12	ENSG00000132975	protein_coding"
"RPS26P6	ENSG00000212994	processed_pseudogene"
"SUMO2P18	ENSG00000253639	processed_pseudogene"
"SDCBPP2	ENSG00000247570	processed_pseudogene"
"RNU6-476P	ENSG00000207457	snRNA"
"C22orf46	ENSG00000184208	transcribed_unitary_pseudogene"
"HMGN2P10	ENSG00000231261	processed_pseudogene"
"RN7SL162P	ENSG00000266503	misc_RNA"
"MYL9	ENSG00000101335	protein_coding"
"RPS12P15	ENSG00000240724	processed_pseudogene"
"MTBP	ENSG00000172167	protein_coding"
"LINC00407	ENSG00000237585	lncRNA"
"MEIS1-AS3	ENSG00000226819	lncRNA"
"ST8SIA5	ENSG00000101638	protein_coding"
"CSPG4BP	ENSG00000232517	unitary_pseudogene"
"SFRP5	ENSG00000120057	protein_coding"
"KRT18P42	ENSG00000214794	processed_pseudogene"
"RPLP0P6	ENSG00000213553	processed_pseudogene"
"ARHGAP28	ENSG00000088756	protein_coding"
"YAP1	ENSG00000137693	protein_coding"
"CPEB3	ENSG00000107864	protein_coding"
"MRPS26	ENSG00000125901	protein_coding"
"OXT	ENSG00000101405	protein_coding"
"EXOC6	ENSG00000138190	protein_coding"
"DSCC1	ENSG00000136982	protein_coding"
"MRPL13	ENSG00000172172	protein_coding"
"KDM2A	ENSG00000173120	protein_coding"
"MTND1P5	ENSG00000253795	processed_pseudogene"
"CCN3	ENSG00000136999	protein_coding"
"NRBF2P4	ENSG00000253228	processed_pseudogene"
"SUMO2P20	ENSG00000253721	processed_pseudogene"
"TMEM74	ENSG00000164841	protein_coding"
"FBXO32	ENSG00000156804	protein_coding"
"SLC34A2	ENSG00000157765	protein_coding"
"LINC01828	ENSG00000235885	lncRNA"
"MAST4-IT1	ENSG00000249057	lncRNA"
"TRIM23	ENSG00000113595	protein_coding"
"PNO1	ENSG00000115946	protein_coding"
"HM13-IT1	ENSG00000235313	lncRNA"
"HM13-AS1	ENSG00000230613	lncRNA"
"ID1	ENSG00000125968	protein_coding"
"MIR3193	ENSG00000264395	miRNA"
"COX4I2	ENSG00000131055	protein_coding"
"MARVELD1	ENSG00000155254	protein_coding"
"TPX2	ENSG00000088325	protein_coding"
"PNPT1	ENSG00000138035	protein_coding"
"RPL7P37	ENSG00000226646	processed_pseudogene"
"NHP2P1	ENSG00000105988	processed_pseudogene"
"SCD	ENSG00000099194	protein_coding"
"ABHD12B	ENSG00000131969	protein_coding"
"TPM4P1	ENSG00000232230	processed_pseudogene"
"HOGA1	ENSG00000241935	protein_coding"
"VGLL1	ENSG00000102243	protein_coding"
"C10orf62	ENSG00000203942	protein_coding"
"BTRC	ENSG00000166167	protein_coding"
"ZNF532	ENSG00000074657	protein_coding"
"CDO1	ENSG00000129596	protein_coding"
"SULT1B1	ENSG00000173597	protein_coding"
"ARHGAP42-AS1	ENSG00000248027	lncRNA"
"RAB9BP1	ENSG00000232159	processed_pseudogene"
"HMGN1P15	ENSG00000250197	processed_pseudogene"
"MYLK2	ENSG00000101306	protein_coding"
"EGFLAM	ENSG00000164318	protein_coding"
"SERP2	ENSG00000151778	protein_coding"
"HNRNPA1P67	ENSG00000270665	processed_pseudogene"
"SDAD1	ENSG00000198301	protein_coding"
"FNDC3A	ENSG00000102531	protein_coding"
"FOXS1	ENSG00000179772	protein_coding"
"DNTT	ENSG00000107447	protein_coding"
"BCL2L1	ENSG00000171552	protein_coding"
"SIX2	ENSG00000170577	protein_coding"
"C18orf32	ENSG00000177576	protein_coding"
"APCDD1	ENSG00000154856	protein_coding"
"SIX3	ENSG00000138083	protein_coding"
"ATG16L2	ENSG00000168010	protein_coding"
"SLC35F6	ENSG00000213699	protein_coding"
"NAPG	ENSG00000134265	protein_coding"
"EMX2OS	ENSG00000229847	lncRNA"
"FAM171A1	ENSG00000148468	protein_coding"
"POLE4	ENSG00000115350	protein_coding"
"ZNF33A	ENSG00000189180	protein_coding"
"CCT6A	ENSG00000146731	protein_coding"
"EGR4	ENSG00000135625	protein_coding"
"FHP1	ENSG00000234213	processed_pseudogene"
"FREM2-AS1	ENSG00000225350	lncRNA"
"CBX3P3	ENSG00000250045	processed_pseudogene"
"CASP14	ENSG00000105141	protein_coding"
"POLR3KP1	ENSG00000232647	processed_pseudogene"
"SLC25A5P4	ENSG00000234421	processed_pseudogene"
"KIAA0895LP1	ENSG00000264714	transcribed_processed_pseudogene"
"FER1L6-AS1	ENSG00000181171	lncRNA"
"PRDX3P3	ENSG00000234701	processed_pseudogene"
"SOCS6	ENSG00000170677	protein_coding"
"MATN2	ENSG00000132561	protein_coding"
"AKAP11	ENSG00000023516	protein_coding"
"MORN4	ENSG00000171160	protein_coding"
"REG1A	ENSG00000115386	protein_coding"
"SMIM2	ENSG00000139656	protein_coding"
"AFM	ENSG00000079557	protein_coding"
"PROSER1	ENSG00000120685	protein_coding"
"YWHAZP5	ENSG00000213260	processed_pseudogene"
"GSTO1	ENSG00000148834	protein_coding"
"IGKV7-3	ENSG00000197794	IG_V_pseudogene"
"GEMIN6	ENSG00000152147	protein_coding"
"UGT2B11	ENSG00000213759	protein_coding"
"FRAT1	ENSG00000165879	protein_coding"
"COX7CP1	ENSG00000235957	processed_pseudogene"
"KDSR	ENSG00000119537	protein_coding"
"BLOC1S2	ENSG00000196072	protein_coding"
"RPL13AP25	ENSG00000136149	processed_pseudogene"
"MARK2P12	ENSG00000229708	processed_pseudogene"
"FBXO43	ENSG00000156509	protein_coding"
"TOMM22P5	ENSG00000225155	processed_pseudogene"
"UBTD1	ENSG00000165886	protein_coding"
"VPS4B	ENSG00000119541	protein_coding"
"FGF10-AS1	ENSG00000248464	lncRNA"
"TRIM36-IT1	ENSG00000250472	lncRNA"
"MSNP1	ENSG00000251593	processed_pseudogene"
"AVPI1	ENSG00000119986	protein_coding"
"EPAS1	ENSG00000116016	protein_coding"
"RRP12	ENSG00000052749	protein_coding"
"SERPINB5	ENSG00000206075	protein_coding"
"SERPINA4	ENSG00000100665	protein_coding"
"BCL2	ENSG00000171791	protein_coding"
"ANKRD62	ENSG00000181626	protein_coding"
"CIDEA	ENSG00000176194	protein_coding"
"ADD2	ENSG00000075340	protein_coding"
"NAP1L4P3	ENSG00000234145	processed_pseudogene"
"HMGN2P39	ENSG00000214281	processed_pseudogene"
"TUBB6	ENSG00000176014	protein_coding"
"SUMO2P19	ENSG00000253328	unprocessed_pseudogene"
"ELF1	ENSG00000120690	protein_coding"
"DEPTOR	ENSG00000155792	protein_coding"
"NDUFS5P6	ENSG00000255531	processed_pseudogene"
"SCEL	ENSG00000136155	protein_coding"
"PTK2B	ENSG00000120899	protein_coding"
"RPEP1	ENSG00000250732	processed_pseudogene"
"AP3S1	ENSG00000177879	protein_coding"
"LDLRAD4-AS1	ENSG00000267690	lncRNA"
"MIR5190	ENSG00000266146	miRNA"
"MIR4526	ENSG00000263527	miRNA"
"FAM210A	ENSG00000177150	protein_coding"
"ARRDC3	ENSG00000113369	protein_coding"
"DSCAML1	ENSG00000177103	protein_coding"
"RN7SL362P	ENSG00000242707	misc_RNA"
"RNMT	ENSG00000101654	protein_coding"
"SLC25A46	ENSG00000164209	protein_coding"
"TSPEAR	ENSG00000175894	protein_coding"
"ARHGAP19	ENSG00000213390	protein_coding"
"ZDHHC15	ENSG00000102383	protein_coding"
"COX4I1P2	ENSG00000228869	processed_pseudogene"
"TSPEAR-AS1	ENSG00000235890	lncRNA"
"TSC22D1	ENSG00000102804	protein_coding"
"TSPEAR-AS2	ENSG00000182912	lncRNA"
"CCT7P2	ENSG00000249958	processed_pseudogene"
"BCL11A	ENSG00000119866	protein_coding"
"RPL31P53	ENSG00000225352	processed_pseudogene"
"FREM2	ENSG00000150893	protein_coding"
"EMILIN2	ENSG00000132205	protein_coding"
"NECAB3	ENSG00000125967	protein_coding"
"DPCD	ENSG00000166171	protein_coding"
"MYL12A	ENSG00000101608	protein_coding"
"POLL	ENSG00000166169	protein_coding"
"MYL12B	ENSG00000118680	protein_coding"
"NOTO	ENSG00000214513	protein_coding"
"LINC00163	ENSG00000234880	lncRNA"
"TMPRSS11D	ENSG00000153802	protein_coding"
"CTAGE16P	ENSG00000214335	processed_pseudogene"
"ARHGEF17	ENSG00000110237	protein_coding"
"MRPL19	ENSG00000115364	protein_coding"
"DSC1	ENSG00000134765	protein_coding"
"PAIP2B	ENSG00000124374	protein_coding"
"FABP1	ENSG00000163586	protein_coding"
"ATP6V1C1	ENSG00000155097	protein_coding"
"DSG1	ENSG00000134760	protein_coding"
"HNRNPA1P57	ENSG00000237442	transcribed_processed_pseudogene"
"ZNF863P	ENSG00000236538	processed_pseudogene"
"C20orf144	ENSG00000149609	protein_coding"
"E2F1	ENSG00000101412	protein_coding"
"PXMP4	ENSG00000101417	protein_coding"
